countrycode,year,Ic_Struc,Ic_Mach,Ic_TraEq,Ic_Other,Ip_Struc,Ip_Mach,Ip_TraEq,Ip_Other,Nc_Struc,Nc_Mach,Nc_TraEq,Nc_Other,Np_Struc,Np_Mach,Np_TraEq,Np_Other,Dc_Struc,Dc_Mach,Dc_TraEq,Dc_Other,Kc_Struc,Kc_Mach,Kc_TraEq,Kc_Other,Kp_Struc,Kp_Mach,Kp_TraEq,Kp_Other,Ksh_Struc,Ksh_Mach,Ksh_TraEq,Ksh_Other
HUN,2009,3143150,1635102,462234,794493,1,1,1,1,85094128,10438753,2346088,3195627,1,1,1,1,1943912,1420974,492885,621725,6991576,2519602,626300,772021,0,1,1,1,1,0,0,0
HUN,2010,2771714,1591126,436751,747944,1,1,1,1,87537776,10567168,2341357,3371413,1,1,1,1,2000179,1444014,494751,655362,7622504,2504605,621556,810885,1,1,1,1,1,0,0,0
HUN,2011,2624444,1763945,456122,764264,1,1,1,1,90361672,11072198,2375887,3540519,1,1,1,1,2065371,1505004,500541,685739,8109005,2430874,622505,849826,1,1,1,1,1,0,0,0
HUN,2012,2470946,1820211,502770,789367,1,1,1,1,93094640,11567564,2368120,3714559,1,1,1,1,2130833,1574169,493296,715993,7918106,2322895,604060,893059,1,1,1,1,1,0,0,0
HUN,2013,2872832,1915820,574600,1000010,1,1,1,1,97203192,12240123,2533522,3957243,1,1,1,1,2236730,1667479,523472,743316,8435629,2531230,631352,973103,1,1,1,1,1,0,0,0
HUN,2014,3259578,2226792,826142,983123,1,1,1,1,100463064,12593372,2933079,4284830,1,1,1,1,2313868,1701250,587277,807887,9487539,2765542,758531,1058629,1,1,1,1,1,0,0,0
HUN,2015,3568086,2228083,888252,1161391,1,1,1,1,104578000,13039550,3211062,4753286,1,1,1,1,2410827,1774257,644822,881647,10214660,2990688,869016,1191469,1,1,1,1,1,0,0,0
HUN,2016,2918390,2268784,950895,1035637,1,1,1,1,108389200,13428057,3503038,4972487,1,1,1,1,2507576,1835539,705567,942751,10014291,3189174,955978,1271016,1,1,1,1,1,0,0,0
HUN,2017,4022331,2612906,1144281,1069143,1,1,1,1,117154408,14092638,3861160,5196014,1,1,1,1,2697075,1917952,766492,996197,10697553,3575799,1110094,1370238,1,1,1,1,1,0,0,0
HUN,2018,5410089,3081468,1142459,1261566,1,1,1,1,130817032,15355584,4308213,5519873,1,1,1,1,3003061,2085885,870888,1055989,11854043,3988066,1403997,1592453,1,1,1,1,1,0,0,0
HUN,2019,6917181,3753891,862065,1542862,1,1,1,1,148706480,17277010,4016272,5967592,1,1,1,1,3452390,2335710,835524,1139185,13054424,4398717,1369569,1774946,1,1,1,1,1,0,0,0
HUN,2020,7261321,3292630,756139,1686981,1,1,1,1,164574000,18975426,4147086,6710079,1,1,1,1,3822872,2632500,878353,1293146,13527981,4523745,1289572,1933772,1,1,1,1,1,0,0,0
HUN,2021,8531742,3875322,827694,1992104,1,1,1,1,186555520,21781466,4476345,7790517,1,1,1,1,4341134,3009315,946747,1486278,16762327,5049708,1350565,2276824,1,1,1,1,1,0,0,0
HUN,2022,10630404,4602193,911472,2433327,1,1,1,1,230731792,27031334,5213184,9767398,1,1,1,1,5382286,3742931,1108702,1855027,20340830,5816136,1503220,2688762,1,1,1,1,1,0,0,0
HUN,2023,12065326,4094678,963482,2483773,1,1,1,1,269890144,30655734,5712497,11401170,1,1,1,1,6315490,4329507,1219005,2199425,24073652,6296341,1485263,2941073,1,1,1,1,1,0,0,0
IDN,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN,1960,15,10,5,2,0,0,0,0,865,113,37,2,0,0,0,0,18,16,8,0,,,,,,,,,,,,
IDN,1961,19,18,9,4,0,0,0,0,935,123,40,5,0,0,0,0,20,17,8,1,,,,,,,,,,,,
IDN,1962,28,29,15,6,0,0,0,0,1597,211,69,14,0,0,0,0,34,29,14,2,,,,,,,,,,,,
IDN,1963,98,101,51,21,0,0,0,0,7288,942,304,73,0,0,0,0,155,129,65,10,,,,,,,,,,,,
IDN,1964,276,360,183,69,0,0,0,0,20811,2703,875,246,0,0,0,0,442,365,182,33,3044,712,291,67,0,0,0,0,1,0,0,0
IDN,1965,565,627,318,125,0,0,0,0,37030,4817,1557,501,0,0,0,0,784,651,326,68,10759,1963,743,208,0,0,0,0,1,0,0,0
IDN,1966,5102,5642,2861,1130,0,0,0,0,291916,38592,12584,4504,0,0,0,0,6165,5171,2599,618,146760,23915,8674,2823,0,0,0,0,1,0,0,0
IDN,1967,26696,25251,12754,5265,0,0,0,0,1712652,222438,71757,27728,0,0,0,0,36155,30278,15236,3864,375391,74808,29117,9592,0,0,0,0,1,0,0,0
IDN,1968,56773,74359,37852,14329,0,0,0,0,3208278,435013,143657,58564,0,0,0,0,67572,57429,29068,7932,888383,171351,66587,23519,0,0,0,0,1,0,0,0
IDN,1969,111025,126362,64128,25133,0,0,0,0,4896200,697434,235572,100662,0,0,0,0,102822,91568,47427,13579,1179933,249814,100729,36936,0,0,0,0,1,0,0,0
IDN,1970,174085,172203,87085,35475,0,0,0,0,5350099,819451,285190,127275,0,0,0,0,111938,105907,56315,16908,1383234,308051,126936,49064,0,0,0,0,1,0,0,0
IDN,1971,221911,219511,111009,45221,0,0,0,0,5726371,958177,343660,158026,0,0,0,0,119800,122533,67153,20912,1522016,373458,159082,63008,0,0,0,0,1,0,0,0
IDN,1972,345988,294613,185788,56693,0,0,0,0,7301568,1315004,514204,222624,0,0,0,0,152817,168647,98184,29972,1811591,498822,234964,86584,0,0,0,0,1,0,0,0
IDN,1973,513630,372662,293072,65402,0,0,0,0,9114959,1732731,767552,293375,0,0,0,0,191224,223450,144725,40273,2632835,741399,391816,128260,0,0,0,0,1,0,0,0
IDN,1974,803300,489901,483150,75340,0,0,0,0,11926895,2347975,1214301,387740,0,0,0,0,251115,303917,226690,54146,4118557,1156984,704632,194901,0,0,0,0,1,0,0,0
IDN,1975,1206854,607344,760203,75878,0,0,0,0,15770661,3130779,1918487,489876,0,0,0,0,334223,408476,358514,69645,4623441,1404497,1038012,224996,0,0,0,0,1,0,0,0
IDN,1976,1511392,719839,975289,96024,0,0,0,0,19630608,3889336,2712197,588415,0,0,0,0,420417,509894,518422,83139,5475468,1717225,1460851,265943,0,0,0,0,1,0,0,0
IDN,1977,1813171,815373,1197521,116379,0,0,0,0,21559376,4262101,3348899,633775,0,0,0,0,464084,556964,640908,88599,6675144,2038922,1939144,310025,0,0,0,0,1,0,0,0
IDN,1978,2224477,942056,1502421,144208,0,0,0,0,24573348,4833055,4242755,717271,0,0,0,0,531038,630119,813689,99283,7848379,2380680,2526500,361569,0,0,0,0,1,0,0,0
IDN,1979,3208163,1275787,2214077,210009,0,0,0,0,36198512,6998121,6734512,1049916,0,0,0,0,787027,918795,1311458,145343,10773874,3304343,3882197,507717,0,0,0,0,1,0,0,0
IDN,1980,4560835,1697579,3213860,301403,0,0,0,0,46628532,8865468,9410086,1364230,0,0,0,0,1012015,1158277,1818491,186874,15351263,4454918,5700515,701036,0,0,0,0,1,0,0,0
IDN,1981,7132247,2594170,4330146,508637,0,0,0,0,68169744,12808343,14152710,2057654,0,0,0,0,1478019,1667159,2793667,277445,19030542,5770356,7773373,946322,0,0,0,0,1,0,0,0
IDN,1982,8374049,2978709,4312204,638582,0,0,0,0,74301104,13863059,15275833,2362487,0,0,0,0,1608872,1800741,3057496,315057,20579138,6159587,8222149,1067692,0,0,0,0,1,0,0,0
IDN,1983,10804002,3761085,4621004,874418,0,0,0,0,96706728,17826162,18857826,3238424,0,0,0,0,2101490,2330140,3856282,432067,25870494,7685162,9794776,1413083,0,0,0,0,1,0,0,0
IDN,1984,11713752,3993545,4041562,999981,0,0,0,0,115608032,20802974,20490474,4018837,0,0,0,0,2532277,2765639,4304282,542831,30784650,8894337,10431199,1724563,0,0,0,0,1,0,0,0
IDN,1985,13635910,4555783,3634596,1221452,0,0,0,0,130556928,22987910,20508894,4745960,0,0,0,0,2861093,3073509,4355995,638201,34141680,9637504,10170933,1985964,0,0,0,0,1,0,0,0
IDN,1986,14303798,5765835,3988525,1478082,0,0,0,0,143599536,25604928,20486546,5547873,0,0,0,0,3162510,3405077,4309546,742138,36538632,10556412,9863368,2256667,0,0,0,0,1,0,0,0
IDN,1987,16906782,8077813,4939417,1998865,0,0,0,0,183029184,33787628,24162558,7557926,0,0,0,0,4057119,4482696,5055424,1012433,44472776,13350311,11202985,2953212,0,0,0,0,1,0,0,0
IDN,1988,19762528,11045229,6059454,2656154,0,0,0,0,218099904,42789920,27241314,9744609,0,0,0,0,4853995,5675899,5642405,1300033,53191728,16831056,12506811,3781296,0,0,0,0,1,0,0,0
IDN,1989,23169082,14997376,7469022,3522453,0,0,0,0,253556912,53991780,30674220,12416041,0,0,0,0,5662540,7168532,6278181,1645661,63123260,21498580,14094476,4844764,0,0,0,0,1,0,0,0
IDN,1990,27307276,20317322,9273833,4678303,0,0,0,0,294333216,69096296,35243200,15962941,0,0,0,0,6599535,9154144,7132661,2104579,72379320,27149672,15941409,6131480,0,0,0,0,1,0,0,0
IDN,1991,31873490,21998992,10554078,5115437,0,0,0,0,319126912,80258680,38147560,18607318,0,0,0,0,7168448,10736210,7660332,2483219,81490208,34260484,20884488,7517132,0,0,0,0,1,0,0,0
IDN,1992,38912556,21809606,8721967,5544747,0,0,0,0,394466496,89806656,32413498,22615310,0,0,0,0,8917202,12066688,6537516,3063838,87868344,43510636,22551726,8919846,0,0,0,0,1,0,0,0
IDN,1993,52988256,20704530,9026325,6585598,0,0,0,0,530808384,92553584,33589052,28833696,0,0,0,0,12058616,12544686,6776009,3939882,112127344,47911496,19263402,10872492,0,0,0,0,1,0,0,0
IDN,1994,65514576,22536852,12775312,7761532,0,0,0,0,613855552,102193744,45389524,34258764,0,0,0,0,13975438,13889982,9089215,4684388,140005200,46132444,21712498,12568476,0,0,0,0,1,0,0,0
IDN,1995,80093352,28296778,15519688,9240929,0,0,0,0,705671424,128712216,53180752,41047756,0,0,0,0,16108429,17448558,10585144,5618203,166287232,48251656,32600652,14968345,0,0,0,0,1,0,0,0
IDN,1996,98374328,40863860,12177278,11035708,0,0,0,0,814844160,184640224,41193684,48065108,0,0,0,0,18656688,24931914,8181077,6563096,195192640,65642148,28501456,17783692,0,0,0,0,1,0,0,0
IDN,1997,118118896,38689204,14124534,12161236,0,0,0,0,970677184,186149856,49211648,54386140,0,0,0,0,22375798,25914352,9822729,7456646,240464336,78170840,23668944,19674082,0,0,0,0,1,0,0,0
IDN,1998,169180800,44061256,19543040,17654912,0,0,0,0,2138502016,330119136,102031264,120494968,0,0,0,0,50676476,47218664,21500730,17165808,364047584,110329816,40962264,35823084,0,0,0,0,1,0,0,0
IDN,1999,165543424,34541252,18473078,14337046,0,0,0,0,2545468672,324174432,112643256,117204984,0,0,0,0,60932908,46296104,24098484,16930196,466768608,91655160,36145768,39621112,0,0,0,0,1,0,0,0
IDN,2000,181612672,50114624,36136528,16413607,0,0,0,0,2500179456,428284704,192755472,119231888,0,0,0,0,59781792,59775732,40710088,17077974,524139904,124997624,41573912,38740752,0,0,0,0,1,0,0,0
IDN,2001,200356720,55282964,50208752,27883764,0,0,0,0,2863356672,439795808,236118064,141874912,0,0,0,0,68770792,61075352,49175816,19674530,598619392,152151504,65137656,48200748,0,0,0,0,1,0,0,0
IDN,2002,233364256,61483960,42653256,27238244,0,0,0,0,3272932352,444625408,209889744,152160480,0,0,0,0,78773872,61722460,43943808,21309910,680066688,152733200,66920100,56510492,0,0,0,0,1,0,0,0
IDN,2003,285409440,56780840,31939584,30612930,0,0,0,0,3889739776,447003968,205189056,175318128,0,0,0,0,93778128,62790268,44096720,24581510,776035584,155497120,67191400,58198420,0,0,0,0,1,0,0,0
IDN,2004,355406624,83847120,45664024,46148692,0,0,0,0,4824993280,475283104,222294800,216076128,0,0,0,0,116621744,65513520,46483928,29641968,821158848,209864896,102474336,71518280,0,1,1,0,1,0,0,0
IDN,2005,452599424,104709520,64260252,54245500,0,0,0,0,6015467520,527886880,252275456,265900912,0,0,0,0,145652208,72383152,51303908,36700388,1013266112,222358720,132226208,88293192,0,1,1,0,1,0,0,0
IDN,2006,588982144,104990576,65719436,70617448,0,1,0,0,7677771264,658913344,269448288,346654016,0,1,0,0,186229488,91930136,55135928,47850984,1269284096,243441984,132087472,107849904,0,1,1,0,1,0,0,0
IDN,2007,717844800,143808848,65987120,87983176,0,1,1,0,9086154752,768861824,304997344,418057280,0,1,1,0,220679408,105941976,63389288,57541036,1509282432,292307456,139744768,132380928,0,1,1,0,1,0,0,0
IDN,2008,981430848,205560400,101619208,123823264,0,1,1,0,12242976768,954541952,378000128,563086976,0,1,1,0,297900704,130675752,76250320,77156152,1898560896,358240448,171442208,169187520,1,1,1,0,1,0,0,0
IDN,2009,1316981504,213331424,113789848,153342480,1,1,1,1,16285514752,1126635648,460758624,753037376,1,1,1,1,397047424,156416208,94118664,104046552,2154234880,386161568,198032960,204113072,1,1,1,0,1,0,0,0
IDN,2010,1580435072,251138816,123094832,173172016,1,1,1,1,19259828224,1221573632,476675872,874351552,1,1,1,1,470320576,167642080,96743872,121296792,2541750272,417071872,193172304,231781664,1,1,1,1,1,0,0,0
IDN,2011,1791932416,315533472,146579792,197868336,1,1,1,1,21496156160,1429100672,548913408,1012756608,1,1,1,1,525705120,192887680,110841976,140723264,2942638336,452065984,208727904,257332896,1,1,1,1,1,0,0,0
IDN,2012,2053896448,367627680,179038944,218463424,1,1,1,1,23889936384,1687478016,635714816,1153251712,1,1,1,1,584689344,226655200,127288424,160776320,3284143360,474493408,224773120,263829088,1,1,1,1,1,0,0,0
IDN,2013,2242779904,384841184,172446352,251428784,1,1,1,1,25916035072,1902256000,691659968,1343239936,1,1,1,1,635394048,257027472,141094400,187400976,3707491328,474175232,234546864,289694464,1,1,1,1,1,0,0,0
IDN,2014,2569122304,406763392,163609248,297428736,1,1,1,1,29415968768,2239554304,749656064,1588021760,1,1,1,1,722299776,305188544,155639856,221731376,4180798208,488404768,223197248,318092224,1,1,1,1,1,0,0,0
IDN,2015,2844114688,436507712,173850608,327538912,1,1,1,1,32428593152,2501077504,821188480,1825428480,1,1,1,1,797568128,342228160,171116816,255854768,4559224320,535260672,230935984,356655904,1,1,1,1,1,0,0,0
IDN,2016,3037239808,433714240,208133136,361114592,1,1,1,1,34977390592,2666185984,908359424,2005340672,1,1,1,1,862070336,367947904,187436928,281264896,4888969216,581797440,249828592,393020512,1,1,1,1,1,0,0,0
IDN,2017,3283435776,483442720,233934304,369761824,1,1,1,1,37775798272,2828258048,982154112,2152890880,1,1,1,1,932397312,389996064,201628032,303896672,5078402048,612957440,267350720,444656032,1,1,1,1,1,0,0,0
IDN,2018,3568287232,584566720,259072912,379284512,1,1,1,1,41164820480,3111508992,1063759744,2287367680,1,1,1,1,1017571264,425836608,217716640,324131936,5404478464,895133632,360838016,657829376,1,1,1,1,1,0,0,0
IDN,2019,3842857728,628472512,253915040,396126016,1,1,1,1,48446590976,2793911808,919324736,1929904896,1,1,1,1,1203449984,378309056,184657712,268604128,5805479936,936525120,358418720,668591872,1,1,1,1,1,0,0,0
IDN,2020,3674536448,600944704,242793280,378775264,1,1,1,1,51141201920,2985531648,969979264,2033801600,1,1,1,1,1276071552,408882208,197758464,285774144,5780944896,861570624,337471584,597998336,1,1,1,1,1,0,0,0
IDN,2021,3922757632,641539584,259194384,404362208,1,1,1,1,55141486592,3254918144,1043724928,2187753984,1,1,1,1,1376852352,446985408,213033456,307404512,6356859392,947507264,370060384,655989696,1,1,1,1,1,0,0,0
IDN,2022,4274994432,699145408,282468256,440671136,1,1,1,1,60614447104,3610015744,1143872896,2398157056,1,1,1,1,1514410368,496873440,233660560,336996256,7371782144,1086391296,415571200,738044928,1,1,1,1,1,0,0,0
IDN,2023,4597966848,751965312,303808512,473963488,1,1,1,1,65410416640,3914958080,1230830208,2581017856,1,1,1,1,1634822528,537978048,251438960,362572736,8295834624,958185600,370824608,626952768,1,1,1,1,1,0,0,0
IND,1950,7519,2632,914,693,0,0,0,0,122321,16454,5154,642,0,0,0,0,2562,2182,1095,52,,,,,,,,,,,,
IND,1951,9011,3154,1095,831,0,0,0,0,130700,17586,5245,1324,0,0,0,0,2756,2308,1095,159,,,,,,,,,,,,
IND,1952,6693,2393,876,631,0,0,0,0,125210,17251,4920,1684,0,0,0,0,2685,2314,1045,240,,,,,,,,,,,,
IND,1953,7969,2724,1126,718,0,0,0,0,128538,18356,5204,2166,0,0,0,0,2765,2450,1082,317,,,,,,,,,,,,
IND,1954,9155,3517,1561,927,0,0,0,0,119967,17924,5261,2538,0,0,0,0,2585,2330,1044,364,24580,4461,1656,692,0,0,0,0,1,0,0,0
IND,1955,10501,4183,1901,1102,0,0,0,0,125545,21023,6383,3378,0,0,0,0,2724,2729,1266,496,25216,4867,1898,862,0,0,0,0,1,0,0,0
IND,1956,12504,5428,2407,1430,0,0,0,0,141671,25549,7939,4524,0,0,0,0,3100,3291,1570,668,27469,6054,2399,1179,0,0,0,0,1,0,0,0
IND,1957,11644,5348,2202,1409,0,0,0,0,150559,28266,8686,5313,0,0,0,0,3344,3689,1768,808,26864,6732,2633,1391,0,0,0,0,1,0,0,0
IND,1958,14647,6334,2423,1669,0,0,0,0,193381,35267,10580,6913,0,0,0,0,4332,4627,2183,1065,29140,7692,2994,1671,0,0,0,0,1,0,0,0
IND,1959,14264,6927,2252,1825,0,0,0,0,196818,38352,10884,7769,0,0,0,0,4445,5029,2274,1202,29928,7723,2908,1749,0,0,0,0,1,0,0,0
IND,1960,13783,7593,2086,2000,0,0,0,0,146563,32941,8678,6942,0,0,0,0,3297,4201,1779,1041,29867,8679,2855,1994,0,0,0,0,1,0,0,0
IND,1961,14852,7300,2312,1923,0,0,0,0,169894,35535,9118,7667,0,0,0,0,3865,4595,1856,1175,30980,9533,3030,2239,0,0,0,0,1,0,0,0
IND,1962,16855,8273,2762,2179,0,0,0,0,179962,41394,10533,9085,0,0,0,0,4110,5370,2133,1401,34588,9319,3056,2261,0,0,0,0,1,0,0,0
IND,1963,19442,9747,2989,2568,0,0,0,0,197160,50205,12379,11153,0,0,0,0,4522,6533,2537,1730,37562,12158,3798,2967,0,0,0,0,1,0,0,0
IND,1964,22214,11571,3229,3049,0,0,0,0,226390,55725,13217,12525,0,0,0,0,5228,7196,2704,1928,41407,15945,4623,3882,0,0,0,0,1,0,0,0
IND,1965,23740,12995,3479,3424,0,0,0,0,262376,62333,14185,14141,0,0,0,0,6117,8044,2900,2178,43335,17151,4815,4227,0,0,0,0,1,0,0,0
IND,1966,28680,15620,3984,4115,0,0,0,0,345997,74959,16348,17131,0,0,0,0,8133,9673,3346,2641,45630,21429,5735,5308,0,0,0,0,1,0,0,0
IND,1967,31826,16099,4098,4242,0,0,0,0,412238,81298,17096,18644,0,0,0,0,9751,10549,3507,2895,52533,26107,6600,6443,0,0,0,0,1,0,0,0
IND,1968,31038,15595,3867,4109,0,0,0,0,452715,84125,17059,19310,0,0,0,0,10783,10990,3525,3024,57857,27042,6597,6677,0,0,0,0,1,0,0,0
IND,1969,36430,18200,4409,4795,0,0,0,0,517615,93555,18387,21541,0,0,0,0,12341,12159,3771,3354,66768,28036,6698,6971,0,0,0,0,1,0,0,0
IND,1970,41859,20342,5175,5359,0,0,0,0,570117,107301,20815,24746,0,0,0,0,13600,13983,4248,3866,73520,28349,6848,7132,0,0,0,0,1,0,0,0
IND,1971,48953,22467,5789,5919,0,0,0,0,620052,119196,22871,27507,0,0,0,0,14782,15541,4655,4301,80563,29022,7073,7364,0,0,0,0,1,0,0,0
IND,1972,54834,25575,7060,6738,0,0,0,0,705725,138609,26827,31983,0,0,0,0,16875,18110,5429,5014,88161,32274,8040,8229,0,0,0,0,1,0,0,0
IND,1973,63148,28532,7765,7517,0,0,0,0,877301,165170,31827,38049,0,0,0,0,21081,21721,6512,6008,109897,37512,9391,9587,0,0,0,0,1,0,0,0
IND,1974,77255,35561,9617,9369,0,0,0,0,1081693,207008,39815,47641,0,0,0,0,26043,27239,8158,7526,129238,44475,11295,11412,0,0,0,0,1,0,0,0
IND,1975,82598,44967,11539,11847,0,0,0,0,1286727,258494,49093,59571,0,0,0,0,31136,33982,10096,9399,129642,53734,13605,13876,0,0,0,0,1,0,0,0
IND,1976,90647,53053,12072,13977,0,0,0,0,1388371,273457,50421,63076,0,0,0,0,33598,35549,10344,9828,149280,65825,15649,16784,0,0,0,0,1,0,0,0
IND,1977,105103,61786,12294,16278,0,0,0,0,1519461,292070,51188,67654,0,0,0,0,36696,37599,10497,10429,156995,67599,15431,17380,0,0,0,0,1,0,0,0
IND,1978,120595,66246,14204,17453,0,0,0,0,1689343,334191,57233,77572,0,0,0,0,40726,43340,11683,12065,189688,78560,17466,20184,0,0,0,0,1,0,0,0
IND,1979,138909,75785,16842,19966,0,0,0,0,2019566,410758,69172,95325,0,0,0,0,48684,53673,14158,14956,234647,91067,20147,23550,0,0,0,0,1,0,0,0
IND,1980,158047,87783,20408,23127,0,0,0,0,2250476,513167,86078,118905,0,0,0,0,54093,67588,17682,18826,243745,95904,22114,25196,0,0,0,0,1,0,0,0
IND,1981,182049,106413,26760,28036,0,0,0,0,2698079,653237,110635,151047,0,0,0,0,64802,86537,22665,24073,297973,127508,29281,33225,0,0,0,0,1,0,0,0
IND,1982,205063,131338,35111,34602,0,0,0,0,3262758,737317,128122,170243,0,0,0,0,78418,97084,25767,26955,332272,156514,36121,40409,0,0,0,0,1,0,0,0
IND,1983,234851,152622,35274,40210,0,0,0,0,3746524,800838,137945,184866,0,0,0,0,89941,105077,28037,29191,361240,183665,41008,47053,0,0,0,0,1,0,0,0
IND,1984,265396,174665,39745,46017,0,0,0,0,4510804,912650,156150,210801,0,0,0,0,108411,120098,31759,33441,384026,228372,49595,58032,0,0,0,0,1,0,0,0
IND,1985,318660,203601,44477,53641,0,0,0,0,5363866,1071092,180419,247585,0,0,0,0,128816,141556,36863,39505,457968,273632,57950,69501,0,0,0,0,1,0,0,0
IND,1986,369250,235910,61774,62153,0,0,0,0,5914088,1232338,215555,284877,0,0,0,0,141808,163455,43036,45726,493350,326726,70881,82777,0,0,0,0,1,0,0,0
IND,1987,453567,288579,66354,76029,0,0,0,0,7222638,1359858,237078,314909,0,0,0,0,173211,179022,47518,50357,572485,356304,77177,90653,0,0,0,0,1,0,0,0
IND,1988,537871,318983,71200,84039,0,0,0,0,8391630,1592631,275028,368662,0,0,0,0,201236,212144,55798,59938,718198,399401,86024,102488,0,0,0,0,1,0,0,0
IND,1989,632849,386160,91572,101738,0,0,0,0,9841609,1848141,322760,427165,0,0,0,0,236190,246777,64547,69963,873539,474174,102524,121932,0,0,0,0,1,0,0,0
IND,1990,801056,468583,109526,123453,0,0,0,0,11200796,2111808,371851,487633,0,0,0,0,268175,281817,73896,80820,1051090,539921,117368,139800,0,0,0,0,1,0,0,0
IND,1991,819458,537075,130092,141498,0,1,0,0,13256851,2709149,484252,621675,0,0,0,0,319450,367830,97694,107212,1260601,594050,133830,159420,0,0,0,0,1,0,0,0
IND,1992,989057,614355,144532,161858,0,1,0,0,14658831,3064188,547649,694396,0,0,0,0,352710,419632,110786,123522,1450101,717429,157807,191131,0,0,0,0,1,0,0,0
IND,1993,1078216,655460,166914,172688,0,1,0,0,17012820,3446751,628438,774538,0,0,0,0,410894,476693,127005,142306,1801239,812500,182041,213878,0,1,0,0,1,0,0,0
IND,1994,1225918,788170,178550,207652,0,1,0,0,19425404,3980977,716183,884637,0,1,0,0,469985,550990,146098,163799,2260307,963779,208551,251816,0,1,0,0,1,0,0,0
IND,1995,1562537,981454,227899,258574,0,1,0,0,23037824,4726703,858047,1044670,0,1,0,0,557122,652155,173409,194200,2686175,1252929,268036,317415,0,1,0,0,1,0,0,0
IND,1996,1734786,1124200,265589,296182,0,1,1,0,26507424,5319874,971837,1174578,0,1,1,0,643219,729188,195535,217594,3057392,1513327,322579,374700,0,1,1,0,1,0,0,0
IND,1997,1960120,1308446,304039,344724,0,1,1,0,30141048,5847049,1070968,1290937,0,1,1,0,733140,797099,214157,239088,3323532,1714951,363136,423144,0,1,1,1,1,0,0,0
IND,1998,2320745,1475000,327701,388604,0,1,1,0,34084932,6412067,1166532,1421366,0,1,1,0,829764,870094,233670,265498,3932659,2054909,426431,499688,0,1,1,1,1,0,0,0
IND,1999,2980701,1795128,385115,472945,0,1,1,0,39098244,7060433,1272768,1577430,0,1,1,0,950692,943825,251738,293184,4593939,2285589,471283,560465,0,1,1,1,1,0,0,0
IND,2000,3069698,1797888,378143,473672,0,1,1,1,42522892,7966773,1411893,1769060,0,1,1,0,1039546,1088802,284973,338079,5104314,2458246,500796,605030,0,1,1,1,1,0,0,0
IND,2001,3941270,2131119,441730,561465,0,1,1,1,46720428,8852437,1550255,1962504,0,1,1,0,1139216,1203210,309808,375635,5774498,2670334,536745,660874,0,1,1,1,1,0,0,0
IND,2002,3985589,2140092,515863,563829,0,1,1,1,50660648,9803059,1760506,2149348,0,1,1,0,1243955,1348641,350168,417916,6843786,2862726,593328,715295,0,1,1,1,1,0,0,0
IND,2003,4546519,2391409,596672,630042,0,1,1,1,56884704,11151165,2060143,2418779,0,1,1,1,1401221,1529075,410581,463668,7602965,3382754,723206,839992,0,1,1,1,1,0,0,0
IND,2004,5697586,3024386,686973,796806,0,1,1,1,72113608,12407807,2287227,2697926,0,1,1,1,1784036,1671627,452980,503681,9786002,3870971,823872,962459,0,1,1,1,1,0,0,0
IND,2005,6486171,3799286,1035321,1000961,0,1,1,1,77235152,15166476,2970844,3298060,0,1,1,1,1913519,2027269,571704,607266,11756099,4222597,969405,1071538,0,1,1,1,1,0,0,0
IND,2006,7561674,4727331,1264561,1245464,0,1,1,1,84558288,18610106,3754608,4062687,0,1,1,1,2098087,2492659,727645,756158,14100782,5285902,1243401,1345879,1,1,1,1,1,0,0,0
IND,2007,8973528,5866922,1707098,1545702,0,1,1,1,93236152,22860864,4874298,4987684,0,1,1,1,2315568,3080531,937018,940817,14669079,7097443,1737321,1771091,1,1,1,1,1,0,0,0
IND,2008,10687352,6134902,1446203,1616304,1,1,1,1,114834824,24771690,5131826,5456445,1,1,1,1,2868899,3405221,1027434,1078640,16306567,7442770,1781709,1871055,1,1,1,1,1,0,0,0
IND,2009,12565152,6870157,1562777,1810014,1,1,1,1,131953296,27959302,5608234,6141584,1,1,1,1,3305502,3871872,1124875,1227235,18722798,8285794,1941261,2085368,1,1,1,1,1,0,0,0
IND,2010,14746195,8232334,1892288,2168894,1,1,1,1,148611248,33262076,6562606,7259876,1,1,1,1,3728828,4621657,1308892,1442931,21616968,10604881,2422875,2629307,1,1,1,1,1,0,0,0
IND,2011,18468806,9403305,2158152,2477399,1,1,1,1,180644704,38091252,7398388,8305289,1,1,1,1,4541821,5314697,1472688,1657891,23449234,12983073,2924997,3217863,1,1,1,1,1,0,0,0
