countrycode,year,Ic_Struc,Ic_Mach,Ic_TraEq,Ic_Other,Ip_Struc,Ip_Mach,Ip_TraEq,Ip_Other,Nc_Struc,Nc_Mach,Nc_TraEq,Nc_Other,Np_Struc,Np_Mach,Np_TraEq,Np_Other,Dc_Struc,Dc_Mach,Dc_TraEq,Dc_Other,Kc_Struc,Kc_Mach,Kc_TraEq,Kc_Other,Kp_Struc,Kp_Mach,Kp_TraEq,Kp_Other,Ksh_Struc,Ksh_Mach,Ksh_TraEq,Ksh_Other
EGY,1990,11877,9925,3186,130,0,0,0,0,121446,53350,18594,300,0,0,0,0,3036,7092,3962,78,31397,20126,7846,167,0,0,0,0,1,0,0,0
EGY,1991,12782,11267,3329,117,0,0,0,0,175147,73297,23726,391,0,0,0,0,4431,9900,5141,107,40203,25014,9324,195,0,0,0,0,1,0,0,0
EGY,1992,12516,11346,3276,131,0,0,0,0,192174,78603,23239,427,0,0,0,0,4873,10671,5034,117,52329,29727,10128,226,0,0,0,0,1,0,0,0
EGY,1993,14721,13726,3113,150,0,0,0,0,247359,96184,26250,500,0,0,0,0,6278,13029,5755,134,58631,33708,10516,251,0,0,0,0,1,0,0,0
EGY,1994,16696,15396,4911,175,0,0,0,0,271512,102980,26968,552,0,0,0,0,6870,13889,5713,143,67937,36895,11161,267,0,0,0,0,1,0,0,0
EGY,1995,15585,21763,5216,191,0,0,0,0,280684,110926,26650,605,0,0,0,0,7108,14587,5603,160,80132,43123,11971,301,0,0,0,0,1,0,0,0
EGY,1996,15075,25254,5489,154,0,0,0,0,289602,120930,26674,599,0,0,0,0,7329,15764,5577,169,89502,49971,12611,316,0,0,0,0,1,0,0,0
EGY,1997,17251,25236,6104,177,0,0,0,0,274433,121031,25253,582,0,0,0,0,6890,15785,5174,168,99078,55312,13254,320,0,0,0,0,1,0,0,0
EGY,1998,18913,29461,6404,195,0,0,0,0,268493,126271,24924,581,0,0,0,0,6699,16250,5062,172,102453,61076,13595,337,0,0,0,0,1,0,0,0
EGY,1999,21966,27992,5712,167,0,0,0,0,284651,135412,25480,569,0,0,0,0,7062,17676,5272,175,104298,64626,13513,339,0,0,0,0,1,0,0,0
EGY,2000,24346,26572,5503,215,0,0,0,0,314105,146822,26582,612,0,0,0,0,7773,19449,5554,181,111235,68359,13772,361,0,0,0,0,1,0,0,0
EGY,2001,27239,25023,4835,197,0,0,0,0,337214,152408,26223,631,0,0,0,0,8310,20392,5548,190,124104,74136,13952,395,0,0,0,0,1,0,0,0
EGY,2002,31206,27487,5069,230,0,0,0,0,441840,187452,31176,721,0,0,0,0,10919,25332,6675,199,134815,81191,14629,435,0,0,0,0,1,0,0,0
EGY,2003,36575,31006,6703,229,0,0,0,0,554722,220978,36504,814,0,0,0,0,13705,30003,7726,208,153706,88437,16107,426,0,0,0,0,1,0,0,0
EGY,2004,39030,30351,6636,177,0,0,0,0,570886,217760,35143,794,0,0,0,0,14047,29626,7417,195,189962,97784,17465,428,0,0,0,0,1,0,0,0
EGY,2005,46366,36924,7765,1388,0,0,0,0,651926,239582,38060,1939,0,0,0,0,15974,32266,7965,293,212197,106692,18642,979,0,0,0,0,1,0,0,0
EGY,2006,59881,44184,11183,350,0,0,0,0,776004,274104,44928,2062,0,0,0,0,18903,36757,9167,437,242836,118583,21444,1041,0,0,0,0,1,0,0,0
EGY,2007,80693,57842,13068,442,0,0,0,0,912158,315539,51908,2201,0,0,0,0,22037,41869,10574,501,318983,147405,26687,1196,0,0,0,0,1,0,0,0
EGY,2008,90859,86692,20939,1045,0,0,0,0,1105555,390153,67024,2876,0,0,0,0,26741,50969,13180,655,386312,186255,34443,1641,0,0,0,0,1,0,0,0
EGY,2009,101555,74389,20065,1092,0,0,0,0,1281031,437484,77682,3385,0,0,0,0,30969,59325,15765,841,442167,206393,39593,1917,0,0,0,0,1,0,0,0
EGY,2010,117563,86993,25000,2271,0,0,0,0,1493876,494675,92096,4819,0,0,0,0,36056,67418,18550,1101,503075,230565,46169,2691,0,0,0,0,1,0,0,0
EGY,2011,121550,82277,20591,4648,0,0,0,0,1738649,549140,101600,8190,0,0,0,0,42076,76383,21278,1759,556143,246105,49223,4364,0,0,0,0,1,0,0,0
EGY,2012,131763,89178,22312,2859,0,1,0,0,2030611,615026,112523,9592,0,0,0,0,49174,86367,23623,2561,772976,310896,61360,5766,0,0,0,0,1,0,0,0
EGY,2013,124725,91349,22453,3079,0,1,0,1,2270917,654123,119261,10364,0,0,0,0,55163,92330,25177,2917,825956,325492,63019,6299,0,1,0,0,1,0,0,0
EGY,2014,134584,103656,23345,3506,0,1,0,1,2581666,706844,128031,11449,0,0,0,1,62667,99721,27117,3317,942376,359360,67828,7069,0,1,0,1,1,0,0,0
EGY,2015,169282,131709,28318,4423,0,1,0,1,3068329,798062,145225,13163,0,1,0,1,74212,111686,30544,3823,1074445,402976,74787,8162,0,1,0,1,1,0,0,0
EGY,2016,198671,154872,33210,5247,0,1,0,1,3401646,859549,156164,14703,0,1,0,1,81986,119771,32524,4334,1198855,440968,80780,9324,0,1,0,1,1,0,0,0
EGY,2017,324491,238890,55162,8257,1,1,1,1,4825929,1198296,221850,20936,1,1,1,1,115608,165565,45273,6140,1619175,590724,111011,13335,1,1,1,1,1,0,0,0
EGY,2018,427437,351039,82420,12105,1,1,1,1,6458814,1602782,305257,28638,1,1,1,1,154610,219698,61535,8399,2043195,771126,146903,18083,1,1,1,1,1,0,0,0
EGY,2019,597759,416090,92715,15637,1,1,1,1,7833140,1933046,368424,36559,1,1,1,1,186335,266484,75056,10952,2456984,917032,176322,22634,1,1,1,1,1,0,0,0
EGY,2020,574648,322408,74003,13041,1,1,1,1,8785655,2050557,388224,38563,1,1,1,1,209971,292171,81851,12332,2751804,966603,185635,24313,1,1,1,1,1,0,0,0
EGY,2021,613767,313735,70843,12555,1,1,1,1,9632455,2105992,395597,38490,1,1,1,1,230137,301115,83937,12351,3055966,983356,190770,24209,1,1,1,1,1,0,0,0
EGY,2022,793352,425781,98391,17176,1,1,1,1,10296712,2250979,413753,42846,1,1,1,1,244104,316060,84958,13277,3667188,1097019,215623,27502,1,1,1,1,1,0,0,0
EGY,2023,892123,315077,85011,15589,1,1,1,1,13434878,2686657,496155,50917,1,1,1,1,320022,391679,105721,16747,4863412,1326081,261479,33118,1,1,1,1,1,0,0,0
ESP,1950,140,114,25,9,0,0,0,0,3103,467,135,8,0,0,0,0,65,59,28,1,,,,,,,,,,,,
ESP,1951,165,153,34,12,0,0,0,0,3527,568,143,19,0,0,0,0,74,72,29,2,,,,,,,,,,,,
ESP,1952,145,151,30,12,0,0,0,0,3600,623,142,27,0,0,0,0,76,80,30,4,,,,,,,,,,,,
ESP,1953,150,179,29,14,0,0,0,0,3918,701,140,35,0,0,0,0,81,90,29,5,,,,,,,,,,,,
ESP,1954,240,219,47,18,0,0,0,0,4438,881,166,49,0,0,0,0,89,113,33,7,524,220,52,14,0,0,0,0,1,0,0,0
ESP,1955,286,235,63,19,0,0,0,0,4734,1032,198,61,0,0,0,0,94,134,39,9,582,247,63,16,0,0,0,0,1,0,0,0
ESP,1956,353,294,75,24,0,0,0,0,5504,1292,235,81,0,0,0,0,107,168,46,13,662,294,72,20,0,0,0,0,1,0,0,0
ESP,1957,384,382,109,31,0,0,0,0,6407,1654,332,107,0,0,0,0,124,215,65,17,763,344,90,25,0,0,0,0,1,0,0,0
ESP,1958,463,420,137,34,0,0,0,0,7040,1921,411,127,0,0,0,0,135,252,80,20,831,422,122,31,0,0,0,0,1,0,0,0
ESP,1959,398,326,126,26,0,0,0,0,7940,2035,436,135,0,0,0,0,152,275,87,22,856,431,132,32,0,0,0,0,1,0,0,0
ESP,1960,377,377,127,30,0,0,0,0,7287,2015,437,135,0,0,0,0,138,267,87,22,931,414,111,31,0,0,0,0,1,0,0,0
ESP,1961,479,542,160,44,0,0,0,0,7448,2373,558,162,0,0,0,0,139,307,111,25,948,561,157,42,0,0,0,0,1,0,0,0
ESP,1962,690,659,178,53,0,0,0,0,8987,2673,623,185,0,0,0,0,165,344,125,29,1014,727,199,55,0,0,0,0,1,0,0,0
ESP,1963,907,681,222,55,0,0,0,0,10842,2996,716,208,0,0,0,0,197,392,141,34,1257,820,222,62,0,0,0,0,1,0,0,0
ESP,1964,1102,684,254,55,0,0,0,0,12482,3304,816,229,0,0,0,0,225,441,161,39,1366,941,261,72,0,0,0,0,1,0,0,0
ESP,1965,1356,819,326,67,0,0,0,0,14727,3684,961,254,0,0,0,0,265,491,186,43,1508,1124,349,87,0,0,0,0,0,0,0,0
ESP,1966,1610,943,369,79,0,0,0,0,16949,4141,1115,284,0,0,0,0,305,549,217,48,1867,1215,390,97,0,0,0,0,1,0,0,0
ESP,1967,1830,914,386,84,0,0,0,0,19838,4582,1319,311,0,0,0,0,359,619,262,53,2240,1239,440,105,0,0,0,0,1,0,0,0
ESP,1968,2185,951,381,93,0,0,0,0,22688,5123,1421,345,0,0,0,0,408,697,287,59,2639,1345,458,114,0,0,0,0,1,0,0,0
ESP,1969,2594,1285,451,120,0,0,0,0,26228,5835,1694,414,0,0,0,0,470,780,342,70,3042,1534,503,130,0,0,0,0,1,0,0,0
ESP,1970,2666,1356,484,129,0,0,0,0,30175,6399,1893,471,0,0,0,0,546,862,385,81,3361,1666,574,143,0,0,0,0,1,0,0,0
ESP,1971,2831,1375,435,142,0,0,0,0,34985,7129,1925,551,0,0,0,0,634,964,398,95,3942,1794,591,158,0,0,0,0,1,0,0,0
ESP,1972,3379,1720,593,185,0,0,0,0,40330,8242,2256,660,0,0,0,0,733,1104,457,112,4545,2179,692,193,0,0,0,0,1,0,0,0
ESP,1973,4348,2119,793,246,0,0,0,0,50966,9772,2648,819,0,0,0,0,909,1313,525,138,5319,2712,891,253,0,0,0,0,1,0,0,0
ESP,1974,5684,2658,1052,333,0,0,0,0,69294,12247,3479,1090,0,0,0,0,1235,1639,688,182,6542,3201,1173,319,0,0,0,0,1,0,0,0
ESP,1975,6383,2890,1131,383,0,0,0,0,87558,15134,3997,1410,0,0,0,0,1528,2059,800,240,7692,3678,1432,389,0,0,0,0,1,0,0,0
ESP,1976,7370,3325,1087,462,0,0,0,0,108017,18323,4177,1809,0,0,0,0,1878,2499,847,310,9213,4578,1586,497,0,0,0,0,1,0,0,0
ESP,1977,9039,3932,1356,586,0,0,0,0,142223,22576,5311,2380,0,0,0,0,2469,3095,1080,409,12105,5618,1784,635,0,1,0,0,1,0,0,0
ESP,1978,10589,4488,1491,716,0,1,0,0,181237,26732,6458,2997,0,0,0,0,3120,3644,1331,517,14943,6754,2167,789,0,1,0,0,1,0,0,0
ESP,1979,12239,4628,1567,821,0,1,0,0,229832,29400,7276,3554,0,0,0,0,3913,4039,1513,619,17868,7694,2313,965,0,1,0,0,1,0,0,0
ESP,1980,14587,5360,1851,1020,0,1,0,0,284691,33808,8703,4261,0,0,0,0,4907,4626,1813,740,21269,8640,2341,1163,0,1,0,1,1,0,0,0
ESP,1981,16190,5865,2216,1194,0,1,0,1,334817,38013,10409,5032,0,0,0,0,5829,5229,2168,878,24682,9436,2621,1359,0,1,0,1,1,0,0,0
ESP,1982,18135,6408,3038,1407,0,1,0,1,390745,42338,12678,5916,0,0,0,0,6800,5863,2601,1042,30083,10011,3107,1536,0,1,0,1,1,0,0,0
ESP,1983,19831,7550,3047,1678,0,1,0,1,445389,48731,14505,7232,0,0,0,1,7886,6756,3025,1283,36092,10488,3356,1649,0,1,0,1,1,0,0,0
ESP,1984,20635,8430,2287,1852,0,1,0,1,493756,53866,14948,8835,0,1,0,1,8817,7507,3217,1594,46143,11758,3551,1960,0,1,0,1,1,0,0,0
ESP,1985,22823,10023,2841,2201,0,1,0,1,539141,59210,15859,10053,0,1,0,1,9745,8279,3365,1837,52418,13490,4024,2324,0,1,0,1,1,0,0,0
ESP,1986,26726,11579,3386,2839,0,1,1,1,604569,63847,16653,11400,0,1,1,1,10731,8988,3486,2102,57973,15117,4459,2644,0,1,1,1,1,0,0,0
ESP,1987,30739,14246,4522,3200,0,1,1,1,669322,69843,18335,13103,0,1,1,1,11785,9778,3746,2465,62543,17439,5108,3368,0,1,1,1,1,0,0,0
ESP,1988,37086,16906,5587,3894,0,1,1,1,754298,77821,20548,14041,0,1,1,1,13248,10930,4138,2673,67704,19772,5859,4024,0,1,1,1,1,0,0,0
ESP,1989,44663,19466,6613,4463,0,1,1,1,840806,87655,23353,16176,0,1,1,1,14790,12363,4672,3113,73828,22918,6912,5082,1,1,1,1,1,0,0,0
ESP,1990,52430,19983,6846,5331,0,1,1,1,949684,96136,25875,16977,0,1,1,1,16819,13685,5232,3328,80153,24440,7579,5768,1,1,1,1,1,0,0,0
ESP,1991,57348,19928,7038,5799,0,1,1,1,1047785,104404,27975,19041,0,1,1,1,18710,14970,5699,3821,86506,25292,8042,6513,1,1,1,1,1,0,0,0
ESP,1992,57149,19302,6885,6006,0,1,1,1,1130983,110817,29780,20365,0,1,1,1,20419,15926,6138,4109,93521,26115,8263,6616,1,1,1,1,1,0,0,0
ESP,1993,56255,16571,6005,6144,1,1,1,1,1226181,113192,30769,22872,1,1,1,1,22324,16374,6471,4649,97364,25752,8382,6958,1,1,1,1,1,0,0,0
ESP,1994,59232,17567,6772,6161,1,1,1,1,1312480,117190,31497,25173,1,1,1,1,24079,16858,6551,5125,111110,25893,8700,7127,1,1,1,1,1,0,0,0
ESP,1995,66307,20521,7840,7342,1,1,1,1,1436413,126517,33510,27550,1,1,1,1,26451,18008,6896,5581,124054,28817,9106,7692,1,1,1,1,1,0,0,0
ESP,1996,67557,23110,8358,8330,1,1,1,1,1535154,129648,35860,30720,1,1,1,1,28401,18257,7383,6172,133118,30191,9587,8216,1,1,1,1,1,0,0,0
ESP,1997,71294,25957,10180,8778,1,1,1,1,1626258,139640,39469,32985,1,1,1,1,30165,19559,8012,6641,134816,30841,10369,8817,1,1,1,1,1,0,0,0
ESP,1998,78824,30112,12162,9608,1,1,1,1,1711824,151319,43658,35730,1,1,1,1,31752,20986,8757,7208,139312,34211,11512,9804,1,1,1,1,1,0,0,0
ESP,1999,90613,32925,14420,10719,1,1,1,1,1866067,163342,49277,39285,1,1,1,1,34495,22626,9804,8033,145972,37941,12944,10901,1,1,1,1,1,0,0,0
ESP,2000,104891,36325,16740,11862,1,1,1,1,2086722,180216,57114,43338,1,1,1,1,38498,25075,11360,8999,158854,40604,15279,12151,1,1,1,1,1,0,0,0
ESP,2001,117004,36347,16536,13270,1,1,1,1,2272983,192162,61889,48076,1,1,1,1,41726,26896,12496,10032,174411,44809,17133,13568,1,1,1,1,1,0,0,0
ESP,2002,130827,36112,16047,15103,1,1,1,1,2485030,202045,65940,52860,1,1,1,1,45354,28436,13497,11043,186165,48285,18487,15460,1,1,1,1,1,0,0,0
ESP,2003,147209,37028,17630,17723,1,1,1,1,2728503,210997,70626,58257,1,1,1,1,49440,29761,14405,12074,202000,50961,19952,17368,1,1,1,1,1,0,0,0
ESP,2004,164250,39330,19331,18486,1,1,1,1,3031668,221325,76078,64311,1,1,1,1,54624,31219,15477,13412,218735,52790,21619,18935,1,1,1,1,1,0,0,0
ESP,2005,185675,43144,21658,20296,1,1,1,1,3356080,235777,82450,70883,1,1,1,1,60273,33083,16691,14790,240361,55298,23590,21412,1,1,1,1,1,0,0,0
ESP,2006,209908,48045,23764,21987,1,1,1,1,3704823,256134,88959,76568,1,1,1,1,66381,35757,17962,16129,264323,57663,25339,22839,1,1,1,1,1,0,0,0
ESP,2007,218835,53270,25534,24627,1,1,1,1,3944481,276473,95466,84753,1,1,1,1,70745,38400,19273,17800,301694,60248,27083,24091,1,1,1,1,1,0,0,0
ESP,2008,208420,54240,23157,26523,1,1,1,1,4125562,295654,98525,93388,1,1,1,1,74462,41216,20262,19702,326635,59229,26377,24718,1,1,1,1,1,0,0,0
ESP,2009,166498,44170,13756,26199,1,1,1,1,4025113,296128,92000,99318,1,1,1,1,73562,42049,19837,20983,327087,53898,23200,24361,1,1,1,1,1,0,0,0
ESP,2010,147524,46384,15351,28417,1,1,1,1,4034313,306982,89233,107603,1,1,1,1,74622,43458,19007,22298,327925,51583,21087,24455,1,1,1,1,1,0,0,0
ESP,2011,126899,46101,15999,28621,1,1,1,1,3962381,313506,87005,112182,1,1,1,1,74744,44320,18412,23365,336464,48606,19740,24776,1,1,1,1,1,0,0,0
ESP,2012,108157,42876,15914,29620,1,1,1,1,3783415,315894,83748,115877,1,1,1,1,72737,44844,17663,24176,336076,49595,19004,24862,1,1,1,1,1,0,0,0
ESP,2013,94496,41914,16834,29328,1,1,1,1,3606412,300746,79789,120240,1,1,1,1,70540,42689,16633,25250,333970,50398,19230,27478,1,1,1,1,1,0,0,0
ESP,2014,97391,42658,18656,30322,1,1,1,1,3598087,302978,81120,123802,1,1,1,1,70193,42959,16731,25974,332153,53253,20081,30157,1,1,1,1,1,0,0,0
ESP,2015,100820,47027,21252,31886,1,1,1,1,3677775,314741,85831,128016,1,1,1,1,70952,44414,17526,26894,341700,56721,21861,32726,1,1,1,1,1,0,0,0
ESP,2016,102060,49009,22622,32680,1,1,1,1,3745468,330237,90856,131217,1,1,1,1,71316,46590,18538,27771,350148,64920,24087,35737,1,1,1,1,1,0,0,0
ESP,2017,110761,52790,26438,33404,1,1,1,1,3876698,337006,98530,134916,1,1,1,1,73338,47472,19881,28683,359074,69934,26556,39267,1,1,1,1,1,0,0,0
ESP,2018,121895,56777,28099,34199,1,1,1,1,4019695,342790,106059,138527,1,1,1,1,75404,48276,21442,29452,362041,75322,29193,41418,1,1,1,1,1,0,0,0
ESP,2019,131058,60204,29981,35896,1,1,1,1,4230750,351584,113262,142663,1,1,1,1,78097,49477,22902,30392,360665,77171,30598,41667,1,1,1,1,1,0,0,0
ESP,2020,120526,53849,26816,34191,1,1,1,1,4275620,354851,117021,145638,1,1,1,1,78867,50493,24147,31229,291098,73680,29278,39503,1,1,1,1,1,0,0,0
ESP,2021,124972,60844,29410,37140,1,1,1,1,4508414,373082,125770,153357,1,1,1,1,82981,52743,25883,32310,319971,78654,31536,42006,1,1,1,1,1,0,0,0
ESP,2022,147578,65697,28448,41923,1,1,1,1,4964073,406515,136790,168754,1,1,1,1,91069,57513,28563,34965,385415,85764,34760,46000,1,1,1,1,1,0,0,0
ESP,2023,158890,66638,29493,43816,1,1,1,1,5184540,424891,141139,179874,1,1,1,1,94878,60412,29455,37795,434264,88968,35669,48680,1,1,1,1,1,0,0,0
EST,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1990,6,4,1,0,0,0,0,0,128,19,6,0,0,0,0,0,3,2,1,0,,,,,,,,,,,,
EST,1991,13,9,3,0,0,0,0,0,360,53,16,1,0,0,0,0,8,7,3,0,,,,,,,,,,,,
EST,1992,97,74,24,3,0,0,0,0,4920,685,202,8,0,0,0,0,106,99,44,1,,,,,,,,,,,,
EST,1993,233,103,38,5,0,1,0,0,9038,1176,334,17,0,1,0,0,195,171,73,2,,,,,,,,,,,,
EST,1994,315,186,64,9,0,1,0,0,12930,1618,444,29,0,1,0,0,280,233,96,4,355,226,80,4,0,1,0,0,1,0,0,0
EST,1995,381,274,79,24,0,1,1,1,16442,2025,529,54,0,1,1,0,357,291,114,7,470,349,108,9,0,1,0,0,1,0,0,0
EST,1996,550,336,75,34,0,1,1,1,19077,2124,543,86,0,1,1,1,413,302,118,13,695,421,122,16,0,1,0,0,1,0,0,0
EST,1997,692,461,113,42,0,1,1,1,20947,2346,586,114,0,1,1,1,454,324,123,18,996,490,138,24,0,1,0,1,1,0,0,0
EST,1998,777,600,169,52,0,1,1,1,20807,2523,613,137,0,1,1,1,451,341,123,23,1202,568,154,35,0,1,1,1,1,0,0,0
EST,1999,721,479,154,46,0,1,1,1,21191,2583,628,145,0,1,1,1,464,362,128,26,1467,564,155,34,0,1,0,0,1,0,0,0
EST,2000,798,566,217,70,0,1,1,1,21542,2950,744,208,0,1,1,1,473,414,148,36,1693,618,191,47,0,1,1,1,1,0,0,0
EST,2001,936,609,285,89,1,1,1,1,23119,3125,852,266,1,1,1,1,511,441,165,46,1978,702,231,61,0,1,1,1,1,0,0,0
EST,2002,1182,727,385,98,1,1,1,1,24261,3320,1061,313,1,1,1,1,539,464,202,56,2275,786,292,77,0,1,1,1,1,0,0,0
EST,2003,1315,824,625,103,1,1,1,1,25853,3625,1440,344,1,1,1,1,577,504,263,63,2505,880,404,79,1,1,1,1,1,0,0,0
EST,2004,1591,868,507,138,1,1,1,1,28109,3927,1652,421,1,1,1,1,630,548,326,75,2663,1049,498,113,1,1,1,1,1,0,0,0
EST,2005,2138,1011,414,167,1,1,1,1,31305,4384,1740,517,1,1,1,1,701,604,357,94,3111,1264,548,152,1,1,1,1,1,0,0,0
EST,2006,2868,1193,721,214,1,1,1,1,38109,4902,2113,641,1,1,1,1,854,669,408,120,3592,1488,708,197,1,1,1,1,1,0,0,0
EST,2007,3496,1306,893,277,1,1,1,1,45607,5542,2569,818,1,1,1,1,1026,758,495,156,4364,1614,843,228,1,1,1,1,1,0,0,0
EST,2008,3077,1261,499,339,1,1,1,1,47324,5947,2563,1035,1,1,1,1,1073,822,539,200,3934,1544,738,263,1,1,1,1,1,0,0,0
EST,2009,1906,760,224,317,1,1,1,1,46838,5777,2376,1113,1,1,1,1,1079,828,528,223,2992,1295,597,259,0,1,1,1,1,0,0,0
EST,2010,1708,796,303,325,1,1,1,1,46619,5790,2231,1206,1,1,1,1,1077,821,485,244,4024,1273,567,287,1,1,1,1,1,0,0,0
EST,2011,2430,999,572,413,1,1,1,1,50305,6059,2398,1390,1,1,1,1,1159,843,492,279,5153,1334,620,354,1,1,1,1,1,0,0,0
EST,2012,2774,1167,743,464,1,1,1,1,54386,6556,2662,1577,1,1,1,1,1259,907,534,321,5459,1466,709,429,1,1,1,1,1,0,0,0
EST,2013,2861,1224,685,511,1,1,1,1,57416,6802,2781,1782,1,1,1,1,1324,943,568,364,5638,1565,765,478,1,1,1,1,1,0,0,0
EST,2014,2700,1302,638,528,1,1,1,1,59118,7031,2894,1942,1,1,1,1,1369,972,600,393,5812,1689,752,548,1,1,1,1,1,0,0,0
EST,2015,2738,1232,514,573,1,1,1,1,60631,7117,3048,1992,1,1,1,1,1404,991,650,399,5697,1642,739,556,1,1,1,1,1,0,0,0
EST,2016,2846,1291,550,628,1,1,1,1,61578,7324,3042,2209,1,1,1,1,1418,1016,645,440,5888,1753,750,618,1,1,1,1,1,0,0,0
EST,2017,3324,1454,732,673,1,1,1,1,66170,7609,3175,2387,1,1,1,1,1527,1046,655,475,6600,1943,818,734,1,1,1,1,1,0,0,0
EST,2018,3721,1844,744,722,1,1,1,1,72277,8255,3298,2565,1,1,1,1,1662,1118,682,512,7027,2126,877,801,1,1,1,1,1,0,0,0
EST,2019,4070,1858,878,782,1,1,1,1,76723,8839,3476,2820,1,1,1,1,1757,1211,708,564,7324,2308,1028,828,1,1,1,1,1,0,0,0
EST,2020,5020,1898,896,873,1,1,1,1,79412,8937,3439,3034,1,1,1,1,1804,1228,697,604,6823,2302,1026,889,1,1,1,1,1,0,0,0
EST,2021,6155,894,989,995,1,1,1,1,86520,8789,3786,3424,1,1,1,1,1953,1279,767,677,8637,2218,1133,1016,1,1,1,1,1,0,0,0
EST,2022,6749,724,893,1031,1,1,1,1,102424,9237,4287,4045,1,1,1,1,2314,1354,895,810,10800,2232,1265,1154,1,1,1,1,1,0,0,0
EST,2023,7106,808,1567,1184,1,1,1,1,112735,9200,5091,4538,1,1,1,1,2545,1337,1004,907,10289,2072,1429,1229,1,1,1,1,1,0,0,0
ETH,1950,24,5,5,0,0,0,0,0,1817,223,72,0,0,0,0,0,39,32,16,0,,,,,,,,,,,,
ETH,1951,42,9,7,0,0,0,0,0,1939,216,69,0,0,0,0,0,41,31,15,0,,,,,,,,,,,,
ETH,1952,53,12,9,0,0,0,0,0,2099,214,68,0,0,0,0,0,44,30,15,0,,,,,,,,,,,,
ETH,1953,71,16,12,0,0,0,0,0,1535,148,50,0,0,0,0,0,32,20,10,0,,,,,,,,,,,,
ETH,1954,98,22,16,0,0,0,0,0,1612,152,55,0,0,0,0,0,33,20,11,0,,,,,,,,,,,,
ETH,1955,128,29,20,0,0,0,0,0,1979,183,71,0,0,0,0,0,40,24,14,0,,,,,,,,,,,,
ETH,1956,108,25,18,0,0,0,0,0,1966,176,71,0,0,0,0,0,40,24,15,0,,,,,,,,,,,,
ETH,1957,129,30,20,0,0,0,0,0,2112,186,78,0,0,0,0,0,43,25,16,0,,,,,,,,,,,,
ETH,1958,228,54,35,0,0,0,0,0,2379,219,98,0,0,0,0,0,47,28,19,0,,,,,,,,,,,,
ETH,1959,153,35,24,0,0,0,0,0,2599,234,105,0,0,0,0,0,52,31,22,0,,,,,,,,,,,,
